3,715002	5,344207	speech
7,329732	8,872422	speech
10,729923	12,286488	speech
15,451504	17,039201	speech
18,305207	20,100446	speech
20,100446	25,714458	speech
29,803036	30,736975	speech
31,037911	33,652941	speech
33,870860	47,527125	speech
48,219000	55,268443	speech
55,849561	61,224899	speech
61,515458	64,441801	speech
68,250197	69,796385	speech
70,055813	74,289670	speech
74,455704	88,132724	speech
88,807236	94,493887	speech
95,739139	96,496668	speech
99,578667	100,855051	speech
101,872006	103,127636	speech
106,489817	108,357695	speech
108,388826	112,695323	speech
113,307572	117,271625	speech
117,282002	125,293125	speech
129,070390	131,706174	speech
133,449527	138,949391	speech
140,703121	141,201222	speech
143,193625	148,859523	speech
150,301940	151,754734	speech
152,263212	156,320659	speech
163,397842	164,041222	speech
167,133599	168,461868	speech
169,520332	170,620305	speech
171,367456	173,131563	speech
174,210782	176,659778	speech
177,562586	178,724821	speech
180,582322	181,775689	speech
182,066248	184,120914	speech
185,718987	188,579089	speech
188,987774	190,430192	speech
195,421577	196,656453	speech
197,777180	198,534708	speech
199,287048	218,609211	speech
220,170965	221,281315	speech
222,277516	223,003914	speech
223,029856	224,005304	speech
224,954809	225,790165	speech
250,856054	251,987158	speech
255,359716	256,584214	speech
257,429948	259,064342	speech
260,133183	262,047758	speech
264,403360	264,937781	speech
265,793892	266,551420	speech
267,288195	268,585332	speech
269,555591	270,531039	speech
270,878672	271,215928	speech
271,218522	271,791857	speech
272,668722	273,618227	speech
274,469149	276,612020	speech
277,281344	279,398272	speech
280,415228	281,764251	speech
283,647695	284,981153	speech
285,697173	286,989122	speech
288,223997	291,887114	speech
292,333329	293,277646	speech
294,631857	296,603507	speech
298,393557	299,322307	speech
300,245869	302,134502	speech
303,675501	305,434420	speech
306,383925	307,390504	speech
308,521608	309,294702	speech
309,943271	312,283307	speech
312,496038	313,326206	speech
314,509196	317,990713	speech
318,826070	319,485016	speech
320,719173	322,084480	speech
323,272658	324,139146	speech
325,016011	328,341872	speech
329,535239	331,818201	speech
332,746952	333,452595	speech
334,542190	335,911968	speech
336,306297	337,344008	speech
338,713785	340,986370	speech
341,406643	345,318810	speech
354,139347	355,166680	speech
356,837393	358,176039	speech
359,825998	360,759937	speech
360,874086	361,600483	speech
362,264785	363,136294	speech
363,551378	367,743727	speech
368,532387	369,466326	speech
371,676648	372,818129	speech
373,679429	374,706762	speech
376,429361	377,680492	speech
378,027434	380,787744	speech
381,825454	383,299002	speech
384,046153	384,897076	speech
385,696113	387,128153	speech
388,145109	392,565754	speech
395,388325	395,865672	speech
398,646735	399,964627	speech
400,898566	403,316431	speech
403,939057	406,605972	speech
407,384255	408,795541	speech
409,407790	410,030416	speech
414,710489	416,702892	speech
420,490534	422,721611	speech
423,831961	424,931934	speech
425,347018	426,893206	speech
427,100748	428,646936	speech
430,743111	431,417622	speech
432,299676	433,783601	speech
434,655278	435,226019	speech
439,420395	440,158035	speech
455,606646	456,872653	speech
456,990456	457,852518	speech
458,730000	462,553864	speech
463,433701	464,109130	speech
466,650879	468,108386	speech
471,974332	473,271869	speech
474,071720	474,898232	speech
475,244834	478,728630	speech
480,008392	482,070230	speech
482,532366	483,056713	speech
485,269634	486,602719	speech
487,482556	488,389053	speech
488,389053	490,442005	speech
492,814896	494,690102	speech
498,618260	499,524758	speech
500,620000	501,449000	speech
